"date","close","volume","open","high","low"
"2014/10/09","71.4400","10351000.0000","73.4500","73.5699","71.4000"
"2014/10/08","74.5300","11995420.0000","73.6800","74.6300","72.6600"
"2014/10/07","73.9100","7293807.0000","74.6200","75.3400","73.8900"
"2014/10/06","74.9600","6384881.0000","75.2600","75.7400","74.3210"
"2014/10/03","74.7700","5562515.0000","74.9500","75.1700","74.1100"
"2014/10/02","74.6900","7414234.0000","74.5700","75.1300","73.3701"
"2014/10/01","75.0000","8719570.0000","76.2700","76.5200","74.5800"
"2014/09/30","76.5200","8400570.0000","77.3200","77.6400","75.9200"
"2014/09/29","77.8400","5887095.0000","77.5000","77.9500","76.7800"
"2014/09/26","78.1200","5253059.0000","77.6000","78.4700","77.1200"
"2014/09/25","77.5700","4901133.0000","78.7000","78.7000","77.5700"
"2014/09/24","78.7200","6278839.0000","78.8500","79.0800","77.5900"
"2014/09/23","78.9100","4344576.0000","79.5400","79.8400","78.8600"
"2014/09/22","79.6800","5235609.0000","80.3300","80.3300","79.4100"
"2014/09/19","80.5600","8053897.0000","80.4600","81.0000","80.3100"
"2014/09/18","79.9700","4423780.0000","80.8400","80.8700","79.6500"
