Date	Price	Open	High	Low	Change %	helper
4-Nov-17	7					
5-Nov-17	7					
6-Nov-17	6					
7-Nov-17	7					
8-Nov-17	7					
9-Nov-17	7					
10-Nov-17	6					
11-Nov-17	6					
12-Nov-17	5					
13-Nov-17	6					
14-Nov-17	6					
15-Nov-17	7					
16-Nov-17	7					
17-Nov-17	7					
18-Nov-17	7					
19-Nov-17	8					
20-Nov-17	8					
21-Nov-17	8					
22-Nov-17	8					
23-Nov-17	7					
24-Nov-17	8					
25-Nov-17	8					
26-Nov-17	9					
27-Nov-17	9					
28-Nov-17	9					
29-Nov-17	9					
30-Nov-17	9					
1-Dec-17	10					
2-Dec-17	10					
3-Dec-17	11					
4-Dec-17	11					
5-Dec-17	11					
6-Dec-17	13					
7-Dec-17	16					
8-Dec-17	15					
9-Dec-17	14					
10-Dec-17	14					
11-Dec-17	17					
						
	Highest:17					
