Date,Open,High,Low,Close,Volume,Market Cap,Positive Tweets,Negative Tweets
42214,294.48,294.54,288.78,289.59,24672600,4250940000,22,22
42215,289.1,290.13,286.57,287.72,21635800,4174360000,31,12
42216,287.7,288.96,282.34,284.65,23629100,4155010000,33,16
42217,284.69,284.93,278.11,281.6,18995000,4112610000,22,19
42218,280.45,283.03,277.53,282.61,17722200,4052470000,23,17
42219,282.81,285.47,280.23,281.23,21474100,4087610000,35,21
42220,281.23,285.71,281.23,285.22,21908700,4065870000,26,15
42221,284.85,285.5,281.49,281.88,20128000,4119190000,34,13
42222,281.91,281.91,278.4,278.58,18792100,4077600000,39,10
42223,278.74,280.39,276.37,279.58,42484800,4032820000,33,10
42224,279.74,279.93,260.71,261,58533000,4048270000,25,13
42225,261.12,267,260.47,265.08,23789600,3779770000,25,15
42226,265.48,267.03,262.6,264.47,20979400,3843850000,15,15
42227,264.34,270.39,264.09,270.39,25433900,3828500000,28,18
42228,270.6,270.67,265.47,266.38,26815400,3920210000,25,21
42229,266.18,266.23,262.84,264.08,27685500,3857090000,21,19
42230,264.13,267.47,261.48,265.68,27091200,3828340000,23,19
42231,265.53,266.67,261.3,261.55,19321100,3849530000,8,20
42232,261.87,262.44,257.04,258.51,29717000,3797330000,25,16
42233,258.49,260.5,257.12,257.98,21617900,3749260000,20,28
42234,257.93,257.99,211.08,211.08,42147200,3742020000,16,28
42235,225.67,237.41,222.77,226.68,60869200,3274860000,15,20
42236,226.9,237.37,226.9,235.35,32275000,3293570000,22,5
42237,235.35,236.43,231.72,232.57,23173800,3417200000,20,9
42238,232.66,234.96,222.7,230.39,23205900,3379050000,26,11
42239,230.38,232.71,225.58,228.17,18406600,3346760000,20,4
42240,228.11,228.14,210.44,210.5,59220700,3314640000,17,16
42241,210.07,226.32,199.57,221.61,61089200,3053250000,25,10
42242,222.08,231.18,220.2,225.83,31808000,3228540000,20,14
42243,226.05,228.64,223.68,224.77,21905400,3287220000,27,7
42244,224.7,235.22,220.93,231.4,31336600,3268370000,27,10
42245,231.55,233.22,227.33,229.78,17142500,3368880000,26,12
42246,229.9,232.07,226.25,228.76,19412600,3345740000,28,5
42247,229.11,231.96,225.91,230.06,20710700,3335220000,16,24
42248,230.26,231.22,226.86,228.12,20575200,3352760000,32,16
42249,228.03,230.58,226.47,229.28,18760400,3321180000,25,8
42250,229.32,229.6,226.67,227.18,17482000,3340990000,30,9
42251,227.22,230.9,227.05,230.3,20962400,3311080000,21,11
42252,230.2,236.14,229.44,235.02,20671400,3355470000,39,9
42253,234.87,242.91,234.68,239.84,25473700,3424420000,28,6
42254,239.93,242.11,238.72,239.85,21192200,3499120000,25,11
42255,239.85,245.78,239.68,243.61,26879200,3498750000,27,12
42256,243.41,244.42,237.82,238.17,23635700,3551640000,26,9
42257,238.34,241.29,235.79,238.48,21215500,3478410000,31,5
42258,238.33,241.17,238.33,240.11,19224700,3479310000,22,15
42259,239.85,240.12,234.75,235.23,17962600,3502520000,27,2
42260,235.24,235.94,229.33,230.51,18478800,3435990000,36,15
42261,230.61,232.44,227.96,230.64,20997800,3369190000,31,10
42262,230.49,259.18,229.82,230.3,19177800,3368360000,30,14
42263,230.25,231.22,227.4,229.09,20144200,3365740000,20,12
42264,229.08,230.28,228.93,229.81,18935400,3349390000,30,8
42265,233.52,234.35,232.19,232.97,20242200,3415440000,24,4
42266,232.86,233.21,231.09,231.49,12712600,3406390000,21,11
42267,231.4,232.37,230.91,231.21,14444700,3385770000,24,7
42268,231.22,231.22,226.52,227.09,19678800,3383840000,18,14
42269,226.97,232.39,225.12,230.62,25009300,3322420000,23,6
42270,230.94,231.84,229.59,230.28,17254100,3381390000,26,12
42271,230.36,235.65,230.29,234.53,25097800,3373850000,29,8
42272,234.36,237.43,233.68,235.14,22363600,3433300000,27,7
42273,235.08,235.4,233.36,234.34,13724100,3444730000,30,14
42274,234.14,234.53,232.48,232.76,14179900,3431860000,36,8
42275,232.84,239.34,232.47,239.14,24713000,3413630000,28,10
42276,239.02,239.8,235.93,236.69,22691300,3505090000,29,8
42277,236.64,237.73,235.63,236.06,19743500,3471280000,17,18
42278,236,238.44,235.62,237.55,20488800,3462800000,23,8
42279,237.26,238.54,236.6,237.29,19677900,3482190000,30,11
42280,237.2,239.31,236.94,238.73,16482700,3482100000,36,6
42281,238.53,238.97,237.94,238.26,12999000,3502460000,29,12
42282,238.15,240.38,237.03,240.38,23335900,3497740000,34,6
42283,240.36,246.94,240.14,246.06,27535100,3531230000,24,6
42284,246.17,246.68,242.59,242.97,22999200,3617400000,24,7
42285,243.07,244.25,242.18,242.3,18515300,3572730000,24,9
42286,242.5,244.23,242.12,243.93,17353100,3565090000,28,5
42287,243.74,245.32,243.07,244.94,15912700,3584120000,23,5
42288,244.74,247.24,244.15,247.05,16827300,3599840000,25,8
42289,246.88,247.45,245.18,245.31,17388300,3632110000,25,7
42290,245.2,250.24,243.76,249.51,28198500,3608340000,18,14
42291,249.49,254.28,248.9,251.99,27462600,3672370000,21,14
42292,252.11,255.96,252.05,254.32,25223500,3711800000,20,7
42293,254.3,266.13,253.93,262.87,35901500,3745090000,31,4
42294,262.75,273.58,262.37,270.64,43199600,3870490000,31,5
42295,270.91,271.67,260.78,261.64,22434300,3991620000,28,13
42296,261.86,264.82,260.95,263.44,25258800,3859270000,12,14
42297,263.57,270.83,263.23,269.46,30889800,3885570000,23,8
42298,269.31,270.77,263.84,266.27,25637300,3970980000,24,17
42299,266.5,276.51,266.13,274.02,37808600,3930500000,29,8
42300,273.65,278.68,273.54,276.5,29442500,4037010000,19,13
42301,276.5,281.71,276.5,281.65,25942400,4080140000,24,14
42302,281.44,294.06,281.44,283.68,45717100,4154100000,29,10
42303,283.63,285.3,280.51,285.3,32108800,4187410000,23,9
42304,285.18,296.21,285.01,293.79,46331800,4211500000,21,8
42305,293.7,306.33,293.7,304.62,50808100,4338430000,27,12
42306,304.32,318.17,301.82,313.86,64495900,4496390000,19,6
42307,313.94,334.17,313.94,328.01,78305000,4639690000,28,10
42308,328.51,332.78,309.25,314.17,48598100,4856410000,24,9
42309,315,327.47,311.88,325.43,37001100,4657890000,22,7
42310,325.94,365.36,323.21,361.19,101918000,4820850000,21,10
42311,361.87,417.9,357.65,403.42,206162000,5353680000,26,6
42312,403.66,495.56,380.55,411.56,263900000,5973510000,29,10
42313,408.08,447.56,374.58,386.35,151825000,6040410000,25,8
42314,388.05,395.84,354.02,374.47,122687000,5745320000,21,10
42315,374.27,390.59,372.43,386.48,56625100,5542680000,20,6
42316,384.28,389.89,368.7,373.37,51817600,5692390000,22,4
42317,374.32,385.28,362.89,380.26,68224400,5546240000,23,5
42318,379.98,381.39,329.11,336.82,95797900,5631520000,24,10
42319,339.82,340.58,301,311.08,107070000,5037510000,31,6
42320,314.08,345.08,313.36,338.15,78477800,4657240000,20,8
42321,338.5,340.91,326.07,336.75,52003000,5020700000,27,11
42322,336.62,338.18,329.97,332.91,38612000,4994250000,27,11
42323,333.05,334.66,317.49,320.17,44213100,4942420000,27,11
42324,319.74,331.63,315.9,330.75,47980100,4746070000,23,6
42325,330.36,338.35,329.61,335.09,51001600,4905260000,25,9
42326,334.59,336.53,330.64,334.59,43783800,4969330000,22,8
42327,334.68,335.33,325.27,326.15,45011100,4971880000,23,16
42328,326.41,326.47,312.22,322.02,53152900,4850170000,35,10
42329,322.09,328.16,319.6,326.93,28200500,4787340000,25,11
42330,326.98,327.01,321.26,324.54,23439400,4861340000,25,16
42331,324.35,325.12,321.29,323.05,27478900,4823700000,36,8
42332,323.01,323.06,318.12,320.05,29362600,4805160000,25,6
42333,320.05,329.13,316.77,328.21,41666900,4762230000,25,10
42334,328.3,366.76,328.23,352.68,106105000,4886330000,22,13
42335,351.86,363.59,347.87,358.04,55179100,5238500000,30,12
42336,357.14,359.54,352.17,357.38,36816600,5318300000,25,8
42337,357.47,371.94,355.67,371.29,40409300,5324610000,33,8
42338,371.44,382.36,370.38,377.32,71701600,5534000000,19,6
42339,377.41,378.93,356.56,362.49,60452200,5624580000,22,16
42340,361.85,362.23,349.46,359.19,54160500,5394070000,25,14
42341,359.33,370.27,357.41,361.05,50714900,5358040000,25,9
42342,361.26,363.52,355.76,363.18,35784100,5388110000,24,9
42343,363.72,389.79,363.23,388.95,66282200,5426180000,25,2
42344,389.56,402.81,387.09,388.78,77762000,5813290000,22,10
42345,389.98,399.97,385.41,395.54,63455800,5821140000,35,8
42346,395.75,415.56,389.95,415.56,57801400,5908810000,19,17
42347,414.44,423.12,406.29,417.56,90917200,6189620000,22,11
42348,417.99,419.51,411.55,415.48,52138900,6244360000,22,13
42349,415.28,451.94,415.28,451.94,110944000,6206150000,19,17
42350,452.33,469.1,410.74,435,131969000,6761730000,25,10
42351,431.66,441.68,426.27,433.75,55050600,6454430000,23,5
42352,433.27,447.14,430.46,444.18,130496000,6480070000,29,12
42353,443.88,465.32,443.88,465.32,83121100,6640850000,39,9
42354,465.21,465.21,443.85,454.93,107944000,6962090000,28,6
42355,454.78,457.86,448.86,456.08,47978400,6807850000,25,4
42356,455.85,465.18,454.94,463.62,60220100,6825640000,22,8
42357,463.55,465.58,456.76,462.32,47892700,6942950000,21,17
42358,462.23,462.64,434.34,442.69,75409400,6925030000,20,9
42359,442.84,444.73,427.31,438.64,77639700,6636280000,30,4
42360,437.44,443.69,435.52,436.57,50840400,6556960000,19,12
42361,436.72,444.53,436.62,442.4,47161400,6547850000,18,14
42362,443.09,458.46,443.08,454.99,57157200,6645120000,30,4
42363,454.86,458.31,452.07,455.65,39078500,6823120000,20,7
42364,455.76,457.49,405.76,417.27,116166000,6838480000,18,7
42365,416.51,424.01,408.88,422.82,53591200,6251440000,20,10
42366,423.34,429.77,418.48,422.28,49638600,6356100000,19,11
42367,422.1,432.98,420.63,432.98,51596500,6339010000,27,9
42368,433.3,434.39,422.08,426.62,46889400,6508960000,22,7
42369,425.88,432.92,418.74,430.57,45996600,6399190000,22,3
42370,430.72,436.25,427.51,434.33,36278900,6473530000,22,9
42371,434.62,436.06,431.87,433.44,30096600,6533630000,28,8
42372,433.58,433.74,424.71,430.01,39633800,6519500000,31,6
42373,430.06,434.52,429.08,433.09,38477500,6468180000,17,15
42374,433.07,434.18,429.68,431.96,34522600,6515380000,25,15
42375,431.86,431.86,426.34,429.11,34042500,6498830000,19,8
42376,430.01,458.77,429.08,458.05,87562200,6472580000,31,6
42377,457.54,462.93,447.94,453.23,56993000,6888600000,19,14
42378,453.38,454.64,446.89,447.61,32278000,6828000000,28,9
42379,448.24,448.31,440.35,447.99,35995900,6752210000,19,9
42380,448.7,450.66,443.86,448.43,40450000,6761090000,22,6
42381,448.18,448.18,435.69,435.69,115607000,6755220000,21,7
42382,434.67,435.19,424.44,432.37,173888000,6553350000,18,11
42383,432.29,433.32,427.85,430.31,43945500,6519110000,25,5
42384,430.25,430.25,364.33,364.33,153351000,6489870000,27,18
42385,365.07,390.56,354.91,387.54,120352000,5507790000,26,16
42386,387.15,390.96,380.09,382.3,45319600,5842270000,23,6
42387,381.73,388.1,376.67,387.17,54403900,5761940000,22,21
42388,387.03,387.73,378.97,380.15,46819800,5843510000,26,15
42389,379.74,425.27,376.6,420.23,121720000,5734760000,23,13
42390,419.63,422.88,406.3,410.26,68338000,6338800000,16,14
42391,409.75,410.41,375.28,382.49,91546600,6190940000,25,14
42392,382.43,394.54,381.98,387.49,56247400,5779890000,19,11
42393,388.1,405.49,387.51,402.97,54824800,5867300000,32,11
42394,402.32,402.32,388.55,391.73,59062400,6083900000,26,5
42395,392,397.77,390.57,392.15,58147000,5929520000,27,10
42396,392.44,396.84,391.78,394.97,47424400,5937780000,32,10
42397,395.15,395.5,379.74,380.29,59247900,5980180000,24,12
42398,380.11,384.38,365.45,379.47,86125300,5753970000,21,22
42399,378.87,380.92,376.49,378.25,30284400,5736760000,22,17
42400,378.29,380.35,367.83,368.77,37894300,5729870000,23,17
42401,369.35,378.07,367.96,373.06,51656700,5596090000,28,15
42402,372.92,375.88,372.92,374.45,40378700,5651690000,28,14
42403,374.65,374.95,368.05,369.95,45933400,5679530000,26,9
42404,370.17,391.61,369.99,389.59,69285500,5613380000,23,15
42405,388.9,391.09,385.57,386.55,43825000,5898960000,34,15
42406,386.59,386.63,372.39,376.52,49249300,5865740000,22,12
42407,376.51,380.87,374.9,376.62,37076300,5714760000,27,11
42408,376.76,379.88,373.33,373.45,47671100,5720100000,25,8
42409,373.42,377.25,372.9,376.03,55318500,5670880000,27,7
42410,376.15,385.48,375.78,381.65,85130900,5713880000,20,17
42411,382.11,383.13,376.4,379.65,74375600,5806110000,26,8
42412,379.69,384.95,379.6,384.26,67042800,5771040000,18,7
42413,384.64,391.86,384.64,391.86,61911700,5847990000,22,13
42414,392.93,407.23,392.93,407.23,74469800,5975580000,15,24
42415,407.57,410.38,397.75,400.19,74070500,6199850000,31,11
42416,401.43,408.94,401.43,407.49,73093100,6108040000,24,10
42417,407.66,421.17,406.78,416.32,83193600,6204150000,30,6
42418,416.57,426,415.64,422.37,76752600,6341430000,20,11
42419,422.73,423.1,417.6,420.79,55711300,6436980000,28,11
42420,421.6,441.98,421.6,437.16,93992100,6421310000,24,17
42421,437.77,448.05,429.08,438.8,89820700,6669260000,32,5
42422,438.99,439.05,432.92,437.75,85385200,6689200000,29,14
42423,438.25,439.86,417.82,420.74,85244900,6679400000,25,7
42424,420.96,425.55,413.91,424.95,67743700,6417190000,19,8
42425,425.04,427.72,420.42,424.54,70798000,6480650000,28,7
42426,424.63,432.15,421.62,432.15,61486000,6476080000,31,16
42427,432.84,434.23,428.1,432.52,41893600,6602810000,21,6
42428,432.57,435.68,423.82,433.5,53033400,6600310000,24,21
42429,433.44,441.51,431.69,437.7,60694700,6614980000,19,17
42430,437.92,439.65,432.32,435.12,74895800,6684800000,19,11
42431,435.13,435.92,423.99,423.99,74955300,6643810000,20,10
42432,423.91,425.37,419.41,421.65,100484000,6474150000,19,19
42433,421.84,425.18,410.94,410.94,90856100,6443890000,29,1
42434,410.78,411.26,394.04,400.57,135385000,6276610000,22,11
42435,400.52,411.91,395.78,407.71,91212500,6121400000,31,7
42436,407.76,415.92,406.31,414.32,85762400,6233430000,24,13
42437,414.46,416.24,411.09,413.97,70311700,6337370000,23,10
42438,413.89,416.03,411.61,414.86,70012300,6330230000,32,11
42439,414.74,417.51,413.25,417.13,81022900,6344960000,29,10
42440,417.24,423.93,417.01,421.69,73969700,6384740000,25,12
42441,421.61,421.8,410.09,411.62,92712900,6453260000,25,16
42442,411.65,416.6,411.64,414.06,74322800,6302330000,31,13
42443,414.2,416.68,414.2,416.44,95259400,6342780000,20,20
42444,416.39,418.13,414.99,416.83,66781700,6377870000,27,9
42445,416.89,417.69,415.91,417.01,65185800,6387190000,30,8
42446,417.89,421,417.89,420.62,83528600,6404130000,34,15
42447,420.55,420.55,406.14,409.55,104940000,6446330000,21,11
42448,409.26,410.98,407.23,410.44,58423000,6274790000,26,11
42449,410.4,414.63,410.4,413.75,45947900,6293610000,29,7
42450,413.42,413.42,410.38,413.31,61655400,6341380000,25,17
42451,413.13,418.38,412.53,418.09,66813300,6338430000,18,14
42452,418.16,419.27,417.36,418.04,61444200,6417130000,30,10
42453,418.42,418.68,415.49,416.39,68346700,6422730000,23,13
42454,416.51,418.08,415.56,417.18,52560000,6394850000,25,3
42455,417.37,418.99,416.26,417.94,44650400,6409500000,14,7
42456,418.14,428.8,417.71,426.76,71229400,6423040000,20,11
42457,426.55,426.86,423.29,424.23,68522800,6553700000,14,11
42458,424.3,426.2,412.68,416.52,75411500,6521010000,20,18
42459,416.83,416.83,412.5,414.82,66034100,6407840000,23,19
42460,415.26,418.37,415.26,416.73,60215200,6385140000,34,11
42461,416.76,418.17,415.83,417.96,51235700,6409540000,27,11
42462,418.42,422.08,418.42,420.87,45681200,6436700000,21,15
42463,421.17,421.58,419.7,420.9,38053700,6480470000,19,8
42464,421.3,422.34,419.6,421.44,50634300,6483910000,22,11
42465,421.02,424.26,420.61,424.03,60718000,6481350000,21,7
42466,424.28,424.53,422.73,423.41,59091000,6533260000,26,11
42467,423.62,423.66,420.52,422.75,57858600,6524680000,18,14
42468,422.91,425.36,419.63,420.35,63454700,6515190000,22,3
42469,420.81,420.89,416.51,419.41,49792700,6484410000,22,12
42470,419.59,422.44,419.26,421.56,73478600,6467330000,28,10
42471,421.87,422.74,420.53,422.48,50747500,6504290000,24,10
42472,422.84,427.28,422.84,425.19,70728800,6520870000,19,18
42473,425.63,426.66,422.92,423.73,69060400,6565470000,32,12
42474,423.94,425.37,423.01,424.28,45281000,6541030000,18,9
42475,424.43,429.93,424.43,429.71,54801500,6550350000,21,11
42476,429.57,432.63,428.98,430.57,39392800,6631310000,20,15
42477,430.64,431.37,426.08,427.4,52125900,6649170000,13,19
42478,427.61,429.27,427.09,428.59,55670900,6604150000,20,11
42479,428.7,436.02,428.1,435.51,52810500,6622450000,17,9
42480,435.32,443.05,434.41,441.39,72890100,6726370000,23,12
42481,441.42,450.55,440.95,449.43,68204700,6822320000,21,10
42482,449.69,449.81,444.15,445.74,58804400,6951860000,25,10
42483,445.86,450.28,444.33,450.28,50485400,6894280000,22,12
42484,450.56,460.15,448.93,458.56,68198400,6968570000,20,6
42485,459.12,466.62,453.59,461.43,87091800,7102490000,22,14
42486,461.65,467.96,461.62,466.09,78971900,7143060000,27,8
42487,466.26,467.08,444.13,444.69,93564900,7216190000,22,4
42488,445.04,449.55,436.65,449.01,74064700,6889170000,32,7
42489,449.41,455.38,446.02,455.1,49258500,6958330000,24,9
42490,455.18,455.59,447.7,448.32,69322600,7049460000,29,11
42491,448.48,452.48,447.93,451.88,40660100,6947430000,27,5
42492,451.93,452.44,441.78,444.67,92127000,7002610000,24,10
42493,444.73,451.1,442.62,450.3,59366400,6892690000,21,11
42494,450.18,450.38,445.63,446.72,50407300,6978950000,33,14
42495,446.71,448.51,445.88,447.98,50440800,6926990000,18,16
42496,447.94,461.38,447.07,459.6,72796800,6947800000,29,20
42497,459.64,460.68,457.32,458.54,38364500,7131120000,18,15
42498,458.43,459.42,455.98,458.55,40315000,7114060000,34,9
42499,458.21,462.48,456.53,460.48,55493100,7112510000,28,8
42500,460.52,461.93,448.95,450.89,58956100,7150370000,34,5
42501,450.86,454.58,450.86,452.73,50605200,7002230000,18,18
42502,452.45,454.95,449.25,454.77,59849300,7028330000,21,16
42503,454.85,457.06,453.45,455.67,60845000,7067270000,14,17
42504,455.82,456.84,454.79,455.67,37209000,7084100000,32,16
42505,455.76,458.69,455.46,457.57,28514000,7084760000,18,14
42506,457.59,458.2,452.94,454.16,59171500,7114740000,17,9
42507,454.01,455.07,453.61,453.78,64100300,7060730000,18,12
42508,453.69,456,453.3,454.62,86850100,7057390000,14,17
42509,454.52,454.63,438.71,438.71,96027400,7072090000,34,11
42510,437.79,444.05,437.39,442.68,81987900,6813080000,28,8
42511,442.97,443.78,441.71,443.19,42762300,6895230000,15,10
42512,443.22,443.43,439.04,439.32,39657600,6900700000,29,13
42513,439.35,444.35,438.82,444.15,50582500,6842470000,26,13
42514,444.29,447.1,443.93,445.98,65783100,6921460000,33,8
42515,446.06,450.3,446.06,449.6,65231000,6950690000,26,18
42516,449.67,453.64,447.9,453.38,65203800,7008500000,28,10
42517,453.52,478.15,453.52,473.46,164781000,7070010000,24,10
42518,473.03,533.47,472.7,530.04,181199000,7375780000,24,10
42519,527.48,553.96,512.1799999999999,526.23,148737000,8226500000,32,12
42520,528.47,544.35,522.96,533.86,87958700,8243960000,20,6
42521,534.1900000000001,546.62,520.66,531.39,138450000,8335100000,30,11
42522,531.11,543.08,525.64,536.92,86061800,8288680000,26,11
42523,536.51,540.35,533.08,537.97,60378200,8375000000,21,6
42524,537.6799999999999,574.64,536.92,569.1900000000001,122020000,8395070000,20,10
42525,569.71,590.13,564.24,572.73,94925300,8897080000,22,5
42526,573.3099999999999,582.8099999999999,569.1799999999999,574.98,68874100,8955060000,25,10
42527,574.6,586.47,574.6,585.54,72138900,8977700000,26,10
42528,585.45,590.26,567.51,576.6,107770000,9149580000,21,14
42529,577.17,582.84,573.13,581.64,80265800,9022250000,26,9
42530,582.2,582.2,570.95,574.63,71301000,9103080000,22,6
42531,575.84,579.13,573.33,577.47,66991900,9005920000,23,11
42532,578.67,607.12,578.67,606.73,82357000,9052360000,25,4
42533,609.6799999999999,684.84,607.04,672.78,277085000,9539850000,33,11
42534,671.65,716,664.49,704.38,243295000,10511900000,24,9
42535,704.5,704.5,662.8,685.5599999999999,186694000,11028900000,23,14
42536,685.6799999999999,696.3,672.5599999999999,694.47,99223800,10736600000,33,10
42537,696.52,773.72,696.52,766.3099999999999,271634000,10908900000,28,9
42538,768.49,775.36,716.5599999999999,748.91,363321000,12038900000,22,11
42539,748.76,777.99,733.9299999999999,756.23,252718000,11732600000,25,10
42540,756.6900000000001,766.62,745.63,763.78,136185000,11859800000,25,9
42541,763.9299999999999,764.08,732.73,737.23,174511000,11976700000,17,16
42542,735.88,735.88,639.0700000000001,666.65,309944000,11540000000,20,17
42543,665.91,678.67,587.48,596.12,266393000,10445300000,22,13
42544,597.4400000000001,629.33,558.14,623.98,253462000,9373190000,28,6
42545,625.58,681.73,625.27,665.3,224317000,9816730000,21,10
42546,665.28,691.73,646.5599999999999,665.12,126656000,10442000000,24,8
42547,665.9299999999999,665.98,616.9299999999999,629.37,109225000,10454900000,17,14
42548,629.35,655.27,620.52,655.27,122134000,9882840000,25,16
42549,658.1,659.25,637.77,647,138385000,10336800000,27,16
42550,644.12,644.6799999999999,628.28,639.89,142456000,10119600000,20,14
42551,640.59,675.4,636.61,673.34,138980000,10066400000,20,14
42552,672.51,686.15,669.59,676.3,134431000,10570600000,27,15
42553,676.73,703.7,676.4,703.7,112354000,10639600000,27,8
42554,704.97,704.97,649.01,658.66,129512000,11086100000,16,10
42555,658.8,683.66,650.51,683.66,92008400,10362700000,31,14
42556,683.21,683.49,665.0700000000001,670.63,130476000,10749100000,23,6
42557,670.42,681.9,670.42,677.33,134961000,10550300000,25,19
42558,678.09,682.4299999999999,611.83,640.5599999999999,258091000,10673400000,36,17
42559,640.6900000000001,666.71,636.47,666.52,141970000,10086900000,31,9
42560,666.38,666.38,633.4,650.96,180536000,10493800000,37,10
42561,650.6,652.29,641.26,649.36,102532000,10247300000,38,7
42562,648.48,659.63,644.98,647.66,107910000,10215200000,30,8
42563,648.28,675.26,646.78,664.55,138173000,10213100000,22,9
42564,664.8,668.7,654.47,654.47,131449000,10474500000,21,18
42565,652.92,662.9,652.92,658.08,98511400,10288400000,26,9
42566,659.17,667.08,659.04,663.25,81673100,10387900000,39,8
42567,663.78,666.46,659.33,660.77,50330200,10461700000,21,12
42568,661.99,682.37,661.99,679.46,74407900,10434700000,35,3
42569,679.8099999999999,681.55,668.63,673.11,69465000,10716800000,28,13
42570,672.74,673.28,667.63,672.86,61203300,10606500000,27,7
42571,672.8099999999999,672.9299999999999,663.36,665.6799999999999,94636400,10608600000,10,25
42572,665.23,666.22,660.41,665.01,60491800,10490300000,26,16
42573,664.92,666.58,646.72,650.62,134169000,10486600000,28,15
42574,650.73,656.37,648.52,655.5599999999999,69532200,10263700000,26,16
42575,655.41,663.11,652.79,661.28,118184000,10338600000,13,11
42576,661.26,661.83,653.39,654.1,78176500,10431900000,26,8
42577,654.23,656.23,645.88,651.78,225135000,10321900000,18,10
42578,651.63,657.46,648.45,654.35,147461000,10281900000,16,15
42579,654.49,657.6,654.49,655.03,86428400,10328100000,35,15
42580,655.11,657.8,654.79,656.99,60703500,10338900000,25,11
42581,657.01,658.22,654.21,655.05,38456100,10370100000,23,6
42582,655.1,655.28,624.37,624.6799999999999,110818000,10340900000,23,9
42583,624.6,626.12,605.88,606.27,121887000,9860620000,25,19
42584,606.4,612.85,531.33,547.47,330933000,9574320000,19,20
42585,548.66,573.36,541.55,566.36,207982000,8663670000,29,19
42586,566.33,579.5,565.78,578.29,125292000,8943870000,31,10
42587,578.28,578.28,569.98,575.04,66127900,9133690000,19,13
42588,575.03,588.4,569.47,587.78,80797300,9083510000,24,14
42589,587.77,597.51,586.8200000000001,592.6900000000001,82398400,9285940000,20,16
42590,592.74,592.99,588.05,591.05,61194100,9365440000,24,9
42591,591.04,591.09,584.79,587.8,92228100,9339660000,16,9
42592,587.65,599.98,586.37,592.1,102905000,9286960000,27,12
42593,592.12,597.54,589.12,589.12,74514400,9358770000,26,10
42594,588.8,589.91,583.8099999999999,587.5599999999999,69218000,9307250000,28,18
42595,587.36,589.77,584.98,585.59,43563000,9285530000,18,5
42596,585.59,585.67,564.78,570.47,60851100,9258730000,23,14
42597,570.49,573.58,563.24,567.24,57262300,9021180000,23,21
42598,567.24,581.74,566.72,577.4400000000001,58405200,8970770000,19,17
42599,577.76,580.89,571.4299999999999,573.22,54443000,9138030000,25,13
42600,573.71,577.79,573.4299999999999,574.3200000000001,59896600,9074760000,24,15
42601,574.34,578.24,574.1799999999999,575.63,50631600,9085820000,23,12
42602,576.08,582.8200000000001,575.46,581.7,45301400,9114500000,30,7
42603,581.9400000000001,584.16,580.22,581.3099999999999,38299400,9208210000,19,10
42604,581.3099999999999,588.45,580.59,586.75,72844000,9199410000,26,4
42605,586.77,589.47,581.63,583.41,85349200,9286930000,34,6
42606,583.41,583.59,579.86,580.1799999999999,56328200,9234800000,27,13
42607,580.1799999999999,580.45,575.17,577.76,136130000,9184700000,20,19
42608,577.75,580.62,576.86,579.65,48856800,9147170000,27,16
42609,579.45,579.85,568.63,569.95,59698300,9174990000,30,6
42610,569.83,574.04,569.74,573.91,86301600,9023610000,39,5
42611,574.0700000000001,576.28,573.47,574.11,110398000,9091830000,30,18
42612,574.11,578.36,574.11,577.5,70342400,9093530000,28,14
42613,577.59,577.86,573.64,575.47,75840900,9149730000,27,4
42614,575.55,576.3099999999999,571.8099999999999,572.3,76923400,9118280000,24,10
42615,572.41,575.64,570.8099999999999,575.54,79910800,9069550000,26,14
42616,575.55,599.5,574.0599999999999,598.21,159014000,9120440000,20,17
42617,598.59,611.84,596.85,608.63,97942900,9486370000,36,9
42618,608.99,609.05,602.24,606.59,82446800,9652490000,27,14
42619,606.51,610.83,605.09,610.4400000000001,78529100,9614140000,35,3
42620,610.5700000000001,614.54,608.51,614.54,75032400,9679610000,34,11
42621,614.63,628.77,613.84,626.3200000000001,86713000,9745120000,32,14
42622,626.35,626.83,620.26,622.86,64550200,9931980000,22,14
42623,622.9299999999999,625.1,622.39,623.51,45016800,9878730000,28,14
42624,623.42,628.8200000000001,600.51,606.72,73610800,9887780000,38,19
42625,607,608.46,605.41,608.24,72812300,9628560000,24,10
42626,608.02,611.1900000000001,606.92,609.24,86920600,9645930000,24,5
42627,608.84,611.95,608.41,610.6799999999999,47877700,9660080000,24,7
42628,610.59,611.09,607.15,607.15,59464600,9688940000,22,10
42629,607.25,609.26,606.74,606.97,64963400,9637020000,25,7
42630,607.22,607.86,605.1900000000001,605.98,37140300,9637600000,37,3
42631,606.28,610.16,605.86,609.87,48679400,9623950000,24,10
42632,609.87,610.9299999999999,608.27,609.23,54796400,9681960000,25,11
42633,609.25,609.52,607.9400000000001,608.3099999999999,72710900,9673140000,30,13
42634,603.59,603.59,595.88,597.15,82776200,9584260000,21,17
42635,597.28,598.49,596.21,596.3,67085300,9485280000,24,6
42636,596.2,603.21,595.79,602.84,51067000,9469130000,29,7
42637,602.96,604.58,602.04,602.63,35359500,9577520000,23,10
42638,602.75,603.38,599.71,600.83,33977800,9575360000,21,8
42639,600.8099999999999,608.14,600.35,608.04,59153800,9545830000,14,14
42640,608.02,608.25,604.11,606.17,49422400,9661590000,21,12
42641,606.24,606.59,604.61,604.73,48722600,9634530000,28,16
